Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
39A1	chr1	69381	125312698	13133	-0.0492274
39A1	chr1	143281044	248918365	11298	-0.0501732
39A1	chr2	41605	90525254	6751	-0.0616557
39A1	chr2	91283966	242003780	12083	-0.0306377
39A1	chr3	150500	198038669	15195	-0.051664
39A1	chr4	59429	9172672	1190	-0.0319441
39A1	chr4	9368889	190026768	9462	-0.0417516
39A1	chr5	140305	47365108	2385	-0.00436065
39A1	chr5	49488671	181260815	9523	-0.0438645
39A1	chr6	150500	32459319	3102	-0.105649
39A1	chr6	32741441	170583749	9863	-0.0427451
39A1	chr7	150500	143478798	10738	-0.043981
39A1	chr7	143623899	159142547	1233	-0.0150994
39A1	chr8	150500	145054159	8906	-0.0276082
39A1	chr9	154630	45525913	2611	-0.0497979
39A1	chr9	60497470	138177264	7303	-0.0811932
39A1	chr10	49179	79614115	5246	-0.0720137
39A1	chr10	79907667	133626306	5045	-0.0595526
39A1	chr11	150500	50877111	4954	-0.0471894
39A1	chr11	51026130	134986058	9081	-0.0594977
39A1	chr12	99144	9443678	1625	-0.0784128
39A1	chr12	9595271	133234356	12016	-0.0693917
39A1	chr13	15879861	57017795	2765	-0.0551061
39A1	chr13	57171357	114326283	2148	-0.0127712
39A1	chr14	15939217	106874055	7790	-0.0587024
39A1	chr15	16962086	84444649	7309	-0.0549894
39A1	chr15	84603925	101922767	1368	-0.0528591
39A1	chr16	47427	38279231	5017	-0.064171
39A1	chr16	46324795	90094829	4664	-0.0507133
39A1	chr17	156218	37874251	5856	-0.0829983
39A1	chr17	38195871	83135126	7696	-0.0656915
39A1	chr18	117084	80247350	4283	-0.026444
39A1	chr19	110970	25027980	6307	-0.103937
39A1	chr19	27126811	58571429	7249	-0.111453
39A1	chr20	87707	64273602	6006	-0.0281581
39A1	chr21	4942906	46664374	2529	-0.042393
39A1	chr22	10395631	50782296	4934	-0.0602871
39A1	chrX	150500	120875450	7318	0.334064
39A1	chrX	121047962	156007790	2313	0.318483
39A1	chrY	2786986	9255287	119	0.378021
39A1	chrY	9547584	12406944	26	2.10874
39A1	chrY	12407809	21386263	248	0.0680575
39A1	chrY	21386763	56959891	41	1.77281
39A2	chr1	69381	125312698	13133	-0.0509795
39A2	chr1	143281044	248918365	11298	-0.0630266
39A2	chr2	41605	90525254	6751	-0.0739407
39A2	chr2	91283966	242003780	12083	-0.0759072
39A2	chr3	150500	198038669	15195	-0.0711656
39A2	chr4	59429	9172672	1190	0.0259335
39A2	chr4	9368889	190026768	9462	-0.103187
39A2	chr5	140305	47365108	2385	-0.0392041
39A2	chr5	49488671	181260815	9523	-0.081903
39A2	chr6	150500	32299938	3071	-0.118797
39A2	chr6	32300677	32459319	31	-3.74107
39A2	chr6	32741441	170583749	9863	-0.0932725
39A2	chr7	150500	143478798	10738	-0.0781215
39A2	chr7	143623899	159142547	1233	-0.0412141
39A2	chr8	150500	145054159	8906	-0.0723272
39A2	chr9	154630	45525913	2611	-0.0537364
39A2	chr9	60497470	138177264	7303	-0.0616264
39A2	chr10	49179	79614115	5246	-0.0767946
39A2	chr10	79907667	133626306	5045	-0.0398809
39A2	chr11	150500	50877111	4954	-0.0260626
39A2	chr11	51026130	134986058	9081	-0.0407476
39A2	chr12	99144	9443678	1625	-0.0715562
39A2	chr12	9595271	133234356	12016	-0.0866236
39A2	chr13	15879861	57017795	2765	-0.0967152
39A2	chr13	57171357	114326283	2148	-0.0644102
39A2	chr14	15939217	106874055	7790	-0.0682234
39A2	chr15	16962086	84444649	7309	-0.05983
39A2	chr15	84603925	101922767	1368	-0.0306428
