Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
12C1	chr1	69381	125312698	13133	-0.0527058
12C1	chr1	143281044	248918365	11298	-0.00142303
12C1	chr2	41605	90525254	6751	0.0232682
12C1	chr2	91283966	242003780	12083	0.0119669
12C1	chr3	150500	147388861	11723	-0.0310829
12C1	chr3	147390928	198038669	3472	0.127194
12C1	chr4	59429	9172672	1190	-0.0308409
12C1	chr4	9368889	190026768	9462	-0.0056591
12C1	chr5	140305	47365108	2385	0.111627
12C1	chr5	49488671	180948948	9457	-0.0466781
12C1	chr5	180949236	181002785	9	-18.6881
12C1	chr5	181003855	181260815	57	-0.176033
12C1	chr6	150500	32459319	3102	-0.0169396
12C1	chr6	32741441	170583749	9863	-0.032187
12C1	chr7	150500	54751908	3761	0.0139056
12C1	chr7	54752408	108057930	4275	-0.0371555
12C1	chr7	108062771	143478798	2702	0.0391147
12C1	chr7	143623899	144231410	63	0.0633161
12C1	chr7	144231910	144377192	43	0.459876
12C1	chr7	144378759	149850338	261	0.0516264
12C1	chr7	149859421	150248485	16	0.579858
12C1	chr7	150248985	159142547	850	0.0368604
12C1	chr8	150500	7235829	320	0.0593449
12C1	chr8	7414960	8177471	55	0.538494
12C1	chr8	8177471	125059299	6880	-0.0160727
12C1	chr8	125059373	145054159	1651	0.116842
12C1	chr9	154630	45525913	2611	-0.0271362
12C1	chr9	60497470	138177264	7303	-0.0161816
12C1	chr10	49179	79614115	5246	-0.0186605
12C1	chr10	79907667	133626306	5045	-0.0140114
12C1	chr11	150500	50877111	4954	0.0295355
12C1	chr11	51026130	134986058	9081	-0.00697232
12C1	chr12	99144	9443678	1625	-0.032209
12C1	chr12	9595271	133234356	12016	-0.0432137
12C1	chr13	15879861	57017795	2765	-0.0225718
12C1	chr13	57171357	114326283	2148	-0.0315846
12C1	chr14	15939217	23934523	954	-0.050842
12C1	chr14	23941658	24068968	64	0.360665
12C1	chr14	24069134	106874055	6772	-0.0488421
12C1	chr15	16962086	84444649	7309	0.0216293
12C1	chr15	84603925	101922767	1368	0.0414533
12C1	chr16	47427	38279231	5017	-0.0318028
12C1	chr16	46324795	90094829	4664	-0.00148684
12C1	chr17	156218	37874251	5856	-0.0481474
12C1	chr17	38195871	83135126	7696	-0.0243297
12C1	chr18	117084	80247350	4283	0.00855019
12C1	chr19	110970	25027980	6307	-0.0600181
12C1	chr19	27126811	38360649	1460	0.176455
12C1	chr19	38360728	58571429	5789	-0.0822212
12C1	chr20	87707	31863983	2098	0.0702821
12C1	chr20	31864950	64273602	3908	-0.016997
12C1	chr21	4942906	46664374	2529	-0.0478841
