Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
15C1	chr1	69381	125312698	13133	-0.0509136
15C1	chr1	143281044	248918365	11298	-0.0149816
15C1	chr2	41605	90525254	6751	-0.00501779
15C1	chr2	91283966	242003780	12083	-0.0450497
15C1	chr3	150500	198038669	15195	-0.0350934
15C1	chr4	59429	9172672	1190	-0.00581582
15C1	chr4	9368889	190026768	9462	-0.0618137
15C1	chr5	140305	47365108	2385	-0.0195936
15C1	chr5	49488671	180948948	9457	-0.0737411
15C1	chr5	180949236	181002785	9	-23.8593
15C1	chr5	181003855	181260815	57	-0.151177
15C1	chr6	150500	32459319	3102	-0.0461738
15C1	chr6	32741441	170583749	9863	-0.0652073
15C1	chr7	150500	57918704	3935	-0.00827488
15C1	chr7	57918704	62998928	34	0.602397
15C1	chr7	62998928	102474537	3439	-0.0301967
15C1	chr7	102490985	102677984	27	0.746869
15C1	chr7	102703314	143478798	3303	-0.0304604
15C1	chr7	143623899	159142547	1233	-0.0206864
15C1	chr8	150500	145054159	8906	-0.0335327
15C1	chr9	154630	27157328	1335	-0.0667831
15C1	chr9	27157828	45525913	1276	0.0595491
15C1	chr9	60497470	138177264	7303	-0.0165419
15C1	chr10	49179	79614115	5246	-0.0630137
15C1	chr10	79907667	133626306	5045	-0.0441856
15C1	chr11	150500	50877111	4954	-0.0127966
15C1	chr11	51026130	134986058	9081	-0.0189959
15C1	chr12	99144	7869880	1319	-0.00699788
15C1	chr12	7870380	7933179	15	0.573019
15C1	chr12	7933807	9443678	291	-0.0465588
15C1	chr12	9595271	133234356	12016	-0.0277933
15C1	chr13	15879861	57017795	2765	-0.0550981
15C1	chr13	57171357	114326283	2148	-0.0513164
15C1	chr14	15939217	106874055	7790	-0.044356
15C1	chr15	16962086	84444649	7309	-0.050379
15C1	chr15	84603925	101922767	1368	-0.0408911
15C1	chr16	47427	38279231	5017	-0.00581455
15C1	chr16	46324795	90094829	4664	-0.016618
15C1	chr17	156218	37874251	5856	-0.0249751
15C1	chr17	38195871	83135126	7696	-0.0155654
15C1	chr18	117084	80247350	4283	0.0147391
15C1	chr19	110970	25027980	6307	-0.0197009
15C1	chr19	27126811	58571429	7249	-0.04301
15C1	chr20	87707	64273602	6006	-0.000673076
15C1	chr21	4942906	46664374	2529	-0.0427016
15C1	chr22	10395631	50782296	4934	0.0148701
15C1	chrX	150500	120875450	7318	-0.596282
15C1	chrX	121047962	154156535	1922	-0.590513
15C1	chrX	154157035	154254485	10	0.906635
15C1	chrX	154295857	155659573	359	-0.592075
15C1	chrX	155659573	156007790	22	-0.00141882
15C1	chrY	2786986	9255287	119	0.302391
15C1	chrY	9547584	12391369	24	2.08986
15C1	chrY	12392643	21386263	250	-0.0190325
15C1	chrY	21386763	56959891	41	2.00445
15P1	chr1	69381	125312698	13133	-0.204874
15P1	chr1	143281044	172131288	4470	0.512211
15P1	chr1	172132887	248918365	6828	-0.0323638
15P1	chr2	41605	90525254	6751	0.255364
15P1	chr2	91283966	99292642	736	0.225352
15P1	chr2	99295625	133516957	1977	0.0672336
15P1	chr2	133517457	242003780	9370	-0.122703
15P1	chr3	150500	95918412	7535	-0.256052
15P1	chr3	95918412	134561537	3325	0.0505201
15P1	chr3	134562037	181134454	2636	0.34184
15P1	chr3	181134454	181713316	8	2.40012
15P1	chr3	181713816	183649854	131	3.02498
15P1	chr3	183650354	183920797	55	2.79812
15P1	chr3	183921297	183967768	19	2.39592
15P1	chr3	183971560	186539599	521	0.693307
15P1	chr3	186544303	186852556	85	0.299678
15P1	chr3	186853056	187291771	39	0.683195
15P1	chr3	187292271	195664250	451	0.324679
15P1	chr3	195668518	195791501	50	0.723511
15P1	chr3	195792001	198038669	340	0.327114
15P1	chr4	59429	9172672	1190	-0.18547
15P1	chr4	9368889	48033085	1741	-0.260734
15P1	chr4	48034878	63541787	727	0.393703
15P1	chr4	63541787	177989978	6405	-0.274357
15P1	chr4	177991008	185440719	332	0.123033
15P1	chr4	185444963	186533186	132	0.732467
15P1	chr4	186533686	190026768	125	-0.683169
15P1	chr5	140305	34896269	1462	0.130123
15P1	chr5	34896769	34933910	17	-0.515878
15P1	chr5	34935707	47365108	906	0.0699029
15P1	chr5	49488671	181260815	9523	-0.197323
15P1	chr6	150500	32459319	3102	0.000584404
15P1	chr6	32741441	33006249	72	-0.255872
15P1	chr6	33006749	33199418	78	0.206108
15P1	chr6	33201243	33425905	158	-0.300167
15P1	chr6	33432158	63295047	3005	0.102791
15P1	chr6	63295547	170583749	6550	-0.13646
15P1	chr7	150500	143478798	10738	0.173178
15P1	chr7	143623899	159142547	1233	0.0790143
15P1	chr8	150500	145054159	8906	-0.0405722
15P1	chr9	154630	20620151	1104	-0.275128
15P1	chr9	20620651	26407132	175	-0.83544
15P1	chr9	26407132	45525913	1332	0.697507
15P1	chr9	60497470	67936812	52	0.275298
15P1	chr9	68085840	84340635	981	-0.27627
15P1	chr9	84341135	138177264	6270	0.00134368
15P1	chr10	49179	79614115	5246	-0.170418
15P1	chr10	79907667	133626306	5045	-0.123433
15P1	chr11	150500	6210114	1309	0.0929247
15P1	chr11	6210114	48150185	3546	-0.0237634
15P1	chr11	48153793	50877111	99	0.195618
15P1	chr11	51026130	65576406	2438	-0.0364461
15P1	chr11	65579077	67231960	659	0.269398
15P1	chr11	67240207	67639474	228	0.100609
15P1	chr11	67642721	69296394	253	0.352893
15P1	chr11	69296894	70500593	118	1.58147
15P1	chr11	70501920	72022421	115	0.926135
15P1	chr11	72023062	72135452	27	0.596017
15P1	chr11	72135952	72779632	143	0.959966
15P1	chr11	72780972	73430772	103	0.695822
15P1	chr11	73431272	75265660	258	0.467743
15P1	chr11	75266160	134986058	4739	-0.270142
15P1	chr12	99144	6046819	705	0.430662
15P1	chr12	6052540	6549486	149	0.107739
15P1	chr12	6549753	6849431	176	0.336263
15P1	chr12	6849562	7018426	118	0.0731775
15P1	chr12	7018926	9443678	477	0.416712
15P1	chr12	9595271	24398055	1153	0.302037
15P1	chr12	24398055	25647993	78	0.865856
15P1	chr12	25648493	34029633	604	0.363856
15P1	chr12	34030133	38168589	28	0.853162
15P1	chr12	38168589	42129256	245	0.292005
15P1	chr12	42129756	133234356	9908	0.064709
15P1	chr13	15879861	57017795	2765	-0.180131
15P1	chr13	57171357	108230234	1545	-0.162033
15P1	chr13	108230734	109756310	73	0.160753
15P1	chr13	109756810	110615045	111	0.788353
15P1	chr13	110615545	113260761	248	0.104726
15P1	chr13	113263484	113355483	17	1.20264
15P1	chr13	113363759	113733085	60	0.143244
15P1	chr13	113735067	114326283	94	-0.193826
15P1	chr14	15939217	106874055	7790	-0.0660202
15P1	chr15	16962086	84444649	7309	-0.172802
15P1	chr15	84603925	101922767	1368	-0.185596
15P1	chr16	47427	38279231	5017	0.0794096
15P1	chr16	46324795	90094829	4664	0.0590373
15P1	chr17	156218	20253588	4013	-0.249748
15P1	chr17	20257448	37874251	1843	0.160668
15P1	chr17	38195871	83135126	7696	0.126431
15P1	chr18	117084	15452504	1105	0.546821
15P1	chr18	15452504	21110912	73	1.25857
15P1	chr18	21111412	21532662	38	1.5278
15P1	chr18	21536039	23689181	208	1.34516
15P1	chr18	23690479	24916172	162	1.64335
15P1	chr18	24916172	35241968	530	1.09904
15P1	chr18	35242468	36257075	123	0.774177
15P1	chr18	36260034	80247350	2044	-0.214174
15P1	chr19	110970	8592872	2479	-0.0347196
15P1	chr19	8595759	9295798	299	0.183629
15P1	chr19	9295800	25027980	3529	-0.0357469
15P1	chr19	27126811	39390291	1901	0.172118
15P1	chr19	39390815	39414195	10	-0.891414
15P1	chr19	39414988	45398149	1563	0.15613
15P1	chr19	45398261	49891109	1420	-0.0481123
15P1	chr19	49891402	58571429	2355	0.137819
15P1	chr20	87707	31526981	2030	0.249968
15P1	chr20	31527481	64273602	3976	0.0466275
15P1	chr21	4942906	46664374	2529	-0.189087
15P1	chr22	10395631	50782296	4934	0.0503297
15P1	chrX	150500	120875450	7318	-0.443648
15P1	chrX	121047962	156007790	2313	-0.465672
15P1	chrY	2786986	9255287	119	-0.310774
15P1	chrY	9547584	12391369	24	1.63704
15P1	chrY	12392643	21386263	250	-0.80395
15P1	chrY	21386763	56959891	41	1.36278
58A1	chr1	69381	125312698	13133	-0.013874
58A1	chr1	143281044	248918365	11298	-0.013531
58A1	chr2	41605	90525254	6751	-0.0248504
58A1	chr2	91283966	242003780	12083	-0.0218859
58A1	chr3	150500	198038669	15195	-0.0171409
58A1	chr4	59429	9172672	1190	-0.0561888
58A1	chr4	9368889	190026768	9462	-0.0219019
58A1	chr5	140305	47365108	2385	-0.0255629
58A1	chr5	49488671	181260815	9523	-0.00797057
58A1	chr6	150500	32459319	3102	-0.0424077
58A1	chr6	32741441	170583749	9863	-0.0183693
58A1	chr7	150500	102491123	7409	-0.040979
58A1	chr7	102496139	102677984	26	-1.38429
58A1	chr7	102703314	143478798	3303	-0.0325988
58A1	chr7	143623899	159142547	1233	-0.0277849
58A1	chr8	150500	145054159	8906	-0.0213522
58A1	chr9	154630	45525913	2611	0.00336996
58A1	chr9	60497470	138177264	7303	-0.0481246
58A1	chr10	49179	79614115	5246	-0.0346939
58A1	chr10	79907667	133626306	5045	-0.0264443
58A1	chr11	150500	50877111	4954	-0.0281602
58A1	chr11	51026130	134986058	9081	-0.0123597
58A1	chr12	99144	9443678	1625	-0.0294104
58A1	chr12	9595271	133234356	12016	-0.0338307
58A1	chr13	15879861	57017795	2765	-0.00829343
58A1	chr13	57171357	114326283	2148	-0.00797364
58A1	chr14	15939217	106874055	7790	-0.0251205
58A1	chr15	16962086	20238901	24	0.454513
58A1	chr15	20239401	22542839	51	-0.581324
58A1	chr15	22572928	49281484	3247	-0.031483
58A1	chr15	49281984	49422714	15	-0.987461
58A1	chr15	49424295	84444649	3972	-0.0226999
58A1	chr15	84603925	101922767	1368	0.00419152
58A1	chr16	47427	38279231	5017	-0.0525288
58A1	chr16	46324795	90094829	4664	-0.018367
58A1	chr17	156218	37874251	5856	-0.0268111
58A1	chr17	38195871	38256397	12	-0.942369
58A1	chr17	38256897	46286091	2294	-0.0315316
58A1	chr17	46331024	46704856	38	-0.75197
58A1	chr17	46710960	83034532	5343	-0.0258092
58A1	chr17	83035032	83135126	9	-0.784792
58A1	chr18	117084	80247350	4283	-0.0436008
58A1	chr19	110970	25027980	6307	-0.0936209
58A1	chr19	27126811	58571429	7249	-0.0931247
58A1	chr20	87707	64273602	6006	-0.0231636
58A1	chr21	4942906	46664374	2529	-0.0416821
58A1	chr22	10395631	50782296	4934	-0.0332143
58A1	chrX	150500	120875450	7318	-0.604434
58A1	chrX	121047962	156007790	2313	-0.596044
58A1	chrY	2786986	9255287	119	0.209131
58A1	chrY	9547584	12391369	24	1.95629
58A1	chrY	12392643	21386263	250	-0.124597
58A1	chrY	21386763	56959891	41	2.10186
58A2	chr1	69381	125312698	13133	-0.0216821
58A2	chr1	143281044	248918365	11298	-0.0183695
58A2	chr2	41605	90525254	6751	-0.00760237
58A2	chr2	91283966	242003780	12083	-0.022449
