Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
39P1	chr1	69381	125312698	13133	-0.0441051
39P1	chr1	143281044	248918365	11298	-0.0377654
39P1	chr2	41605	90525254	6751	-0.0477015
39P1	chr2	91283966	242003780	12083	-0.0209162
39P1	chr3	150500	198038669	15195	-0.0335415
39P1	chr4	59429	9172672	1190	-0.0191624
39P1	chr4	9368889	190026768	9462	-0.0298954
39P1	chr5	140305	741628	120	-0.0462963
39P1	chr5	745182	825253	13	0.824846
39P1	chr5	833770	1111365	76	0.000317113
39P1	chr5	1116367	1393026	62	0.895294
39P1	chr5	1394732	47365108	2114	-0.0126057
39P1	chr5	49488671	181260815	9523	-0.0361875
39P1	chr6	150500	32459319	3102	-0.0312956
39P1	chr6	32741441	170583749	9863	-0.0246619
39P1	chr7	150500	143478798	10738	-0.0335728
39P1	chr7	143623899	159142547	1233	-0.00828084
39P1	chr8	150500	145054159	8906	-0.0177752
39P1	chr9	154630	45525913	2611	-0.0258647
39P1	chr9	60497470	110668403	3052	-0.0292565
39P1	chr9	110668903	112573578	226	0.740606
39P1	chr9	112574078	113596955	199	0.956931
39P1	chr9	113597455	115020058	198	1.14042
39P1	chr9	115021154	120388733	166	0.18768
39P1	chr9	120389233	121974979	251	-0.0766531
39P1	chr9	121975479	123147872	203	0.211436
39P1	chr9	123158009	124810414	128	-0.0427013
39P1	chr9	124810914	124952955	41	0.524693
39P1	chr9	124953455	138177264	2839	-0.0517577
39P1	chr10	49179	79614115	5246	-0.0397405
39P1	chr10	79907667	133626306	5045	-0.0322293
39P1	chr11	150500	50877111	4954	-0.00184273
39P1	chr11	51026130	134986058	9081	-0.0389519
39P1	chr12	99144	9443678	1625	-0.0511754
39P1	chr12	9595271	133234356	12016	-0.0492864
39P1	chr13	15879861	57017795	2765	-0.0282251
39P1	chr13	57171357	114326283	2148	-0.0199177
39P1	chr14	15939217	106874055	7790	-0.036322
39P1	chr15	16962086	84444649	7309	-0.0379078
39P1	chr15	84603925	101922767	1368	-0.0199459
39P1	chr16	47427	31990460	4936	-0.0450057
39P1	chr16	31990960	38279231	81	0.363438
39P1	chr16	46324795	90094829	4664	-0.0294851
39P1	chr17	156218	22754122	4121	-0.0477582
39P1	chr17	22754122	26688171	26	0.76826
39P1	chr17	26688171	37874251	1709	-0.0417692
39P1	chr17	38195871	46172145	2301	-0.0616336
39P1	chr17	46172645	46704856	43	0.644858
39P1	chr17	46710960	83135126	5352	-0.0552466
39P1	chr18	117084	15452504	1105	-0.0527264
39P1	chr18	15452504	20950881	37	0.56248
39P1	chr18	20951381	80247350	3141	-0.00330458
39P1	chr19	110970	25027980	6307	-0.0720776
39P1	chr19	27126811	58571429	7249	-0.0768388
39P1	chr20	87707	64273602	6006	-0.0253242
39P1	chr21	4942906	46664374	2529	-0.0285544
39P1	chr22	10395631	50782296	4934	-0.036794
39P1	chrX	150500	120875450	7318	0.277441
39P1	chrX	121047962	156007790	2313	0.272049
39P1	chrY	2786986	9255287	119	0.372539
39P1	chrY	9547584	12406944	26	2.18473
39P1	chrY	12407809	21386263	248	0.0242106
39P1	chrY	21386763	56959891	41	1.92552
51P1	chr1	69381	125312698	13133	-0.0249381
51P1	chr1	143281044	248918365	11298	0.131057
51P1	chr2	41605	90525254	6751	-0.038024
51P1	chr2	91283966	242003780	12083	-0.0709282
51P1	chr3	150500	198038669	15195	-0.0398026
51P1	chr4	59429	9172672	1190	0.0633981
51P1	chr4	9368889	190026768	9462	-0.0962305
51P1	chr5	140305	47365108	2385	-0.0556428
51P1	chr5	49488671	181260815	9523	-0.0610814
51P1	chr6	150500	32459319	3102	0.00901853
51P1	chr6	32741441	170583749	9863	-0.107628
51P1	chr7	150500	143478798	10738	-0.0447557
51P1	chr7	143623899	144142695	60	-0.00168927
51P1	chr7	144142695	144648881	61	-0.555125
51P1	chr7	144649381	159142547	1112	0.0107448
51P1	chr8	150500	145054159	8906	-0.0178171
51P1	chr9	154630	45525913	2611	-0.041015
51P1	chr9	60497470	138177264	7303	-0.00429611
51P1	chr10	49179	79614115	5246	-0.132589
51P1	chr10	79907667	133626306	5045	-0.0188539
51P1	chr11	150500	50877111	4954	-0.020349
51P1	chr11	51026130	134986058	9081	-0.00834647
51P1	chr12	99144	9443678	1625	-0.0145664
51P1	chr12	9595271	133234356	12016	-0.0442031
51P1	chr13	15879861	57017795	2765	-0.0695098
51P1	chr13	57171357	114326283	2148	-0.0424711
51P1	chr14	15939217	106874055	7790	-0.0357349
51P1	chr15	16962086	76883876	6530	-0.0369613
51P1	chr15	76884376	84444649	779	0.151594
51P1	chr15	84603925	101922767	1368	0.174217
51P1	chr16	47427	2770869	1134	0.122123
51P1	chr16	2771469	38279231	3883	0.00989763
51P1	chr16	46324795	90094829	4664	0.0120636
