Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
cn101C	chr1	69381	2018921	453	-0.00927104
cn101C	chr1	2024939	12777601	1526	0.128041
cn101C	chr1	12778101	13242905	20	0.795237
cn101C	chr1	13369410	17024076	512	0.115029
cn101C	chr1	17027746	43894479	4229	0.24053
cn101C	chr1	43898232	65408785	2215	0.0976587
cn101C	chr1	65411247	125312698	4178	-0.0626931
cn101C	chr1	143281044	152663603	1194	0.278781
cn101C	chr1	152664103	154627353	493	-0.0371045
cn101C	chr1	154628498	155287339	280	0.39863
cn101C	chr1	155287778	156130775	276	-0.0385977
cn101C	chr1	156134400	157518499	431	0.391897
cn101C	chr1	157518697	158466505	149	-0.11782
cn101C	chr1	158467005	159806618	197	0.25647
cn101C	chr1	159808175	160681470	273	0.422227
cn101C	chr1	160684761	163146839	438	0.798837
cn101C	chr1	163147339	169230821	380	0.518696
cn101C	chr1	169235128	170074469	182	0.240877
cn101C	chr1	170074969	171341841	84	0.555829
cn101C	chr1	171342341	172131288	93	1.01805
cn101C	chr1	172132887	248349715	6723	0.11392
cn101C	chr1	248350215	248405492	10	-3.43096
cn101C	chr1	248405992	248918365	95	0.0126185
cn101C	chr2	41605	90525254	6751	-0.0194633
cn101C	chr2	91283966	242003780	12083	-0.016266
cn101C	chr3	150500	198038669	15195	-0.0273043
cn101C	chr4	59429	9172672	1190	-0.0487948
cn101C	chr4	9368889	190026768	9462	-0.0352943
cn101C	chr5	140305	47365108	2385	-0.0249444
cn101C	chr5	49488671	181260815	9523	-0.0438065
cn101C	chr6	150500	32459319	3102	0.0375741
cn101C	chr6	32741441	170583749	9863	-0.0152211
cn101C	chr7	150500	2647640	353	0.015598
cn101C	chr7	2647845	64206702	3635	0.132653
cn101C	chr7	64207202	142065622	6446	-0.0334321
cn101C	chr7	142065713	142094497	22	-0.824632
cn101C	chr7	142094618	143478798	282	0.0018068
cn101C	chr7	143623899	159142547	1233	-0.0124229
cn101C	chr8	150500	145054159	8906	-0.0994528
cn101C	chr9	154630	45525913	2611	-0.130473
cn101C	chr9	60497470	138177264	7303	-0.158888
cn101C	chr10	49179	79614115	5246	-0.10389
cn101C	chr10	79907667	133626306	5045	-0.149654
cn101C	chr11	150500	2377047	685	0.766362
cn101C	chr11	2377547	11842226	1495	0.128864
cn101C	chr11	11842726	11998781	38	0.471324
cn101C	chr11	12002149	13962404	126	0.820446
cn101C	chr11	13963642	50877111	2610	-0.0214607
cn101C	chr11	51026130	134986058	9081	0.0474529
cn101C	chr12	99144	9443678	1625	-0.0368642
cn101C	chr12	9595271	133234356	12016	-0.146796
cn101C	chr13	15879861	57017795	2765	-0.00938242
