Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
33D1	chr1	69381	125312698	13137	-0.0617362
33D1	chr1	143281044	248918365	11299	-0.0338723
33D1	chr2	41605	90525254	6755	-0.0427942
33D1	chr2	91283966	242003780	12086	-0.0279295
33D1	chr3	150500	198038669	15202	-0.0228493
33D1	chr4	59429	9172672	1192	-0.0619882
33D1	chr4	9368889	190026768	9469	-0.0377013
33D1	chr5	140305	47365108	2385	-0.0473409
33D1	chr5	49488671	181260815	9524	-0.0407988
33D1	chr6	150500	32459319	3101	-0.041285
33D1	chr6	32741441	170583749	9868	-0.0295075
33D1	chr7	150500	143478798	10751	-0.0307616
33D1	chr7	143623899	144187200	61	-0.0421483
33D1	chr7	144187700	144375679	43	-0.68338
33D1	chr7	144377117	159142547	1127	-0.0288409
33D1	chr8	150500	145054159	8909	-0.0270588
33D1	chr9	154630	45525913	2611	-0.0311452
33D1	chr9	60497470	138177264	7303	-0.0354874
33D1	chr10	49179	39637386	2566	-0.0434966
33D1	chr10	39933707	133626306	7732	-0.0486208
33D1	chr11	150500	89875073	10223	-0.025255
33D1	chr11	90038692	134986058	3817	-0.023136
33D1	chr12	99144	9443678	1625	-0.0422596
33D1	chr12	9595271	133234356	12025	-0.0548469
33D1	chr13	15879861	57017795	2767	-0.0292872
33D1	chr13	57171357	114326283	2146	-0.0443925
33D1	chr14	15939217	106874055	7795	-0.0379943
33D1	chr15	16962086	84285874	7309	-0.0214008
33D1	chr15	84603925	101922767	1370	-0.0114021
33D1	chr16	47427	38428223	5019	-0.0336569
33D1	chr16	46324795	90094829	4667	-0.0284451
33D1	chr17	156218	37873703	5849	-0.0364574
33D1	chr17	38195871	83135126	7702	-0.0453023
33D1	chr18	117084	80247350	4285	-0.0271665
33D1	chr19	110970	25027980	6315	-0.0444248
33D1	chr19	27126811	58571429	7254	-0.0743312
33D1	chr20	87707	64273602	6010	-0.0331349
33D1	chr21	4942906	46664374	2529	-0.0511384
33D1	chr22	10395631	50782296	4934	-0.0210329
33D1	chrX	150500	120875450	7328	-0.875533
33D1	chrX	121047962	156007790	2318	-0.91263
33D1	chrY	2786986	9255287	119	0.321469
33D1	chrY	9547584	56959891	318	0.353131
57D1	chr1	69381	125312698	13137	-0.0383546
57D1	chr1	143281044	152579938	1188	-0.0181666
57D1	chr1	152600729	152614100	3	-23.5214
57D1	chr1	152622831	248918365	10108	-0.0219123
57D1	chr2	41605	90525254	6755	-0.0332147
57D1	chr2	91283966	242003780	12086	-0.01459
57D1	chr3	150500	198038669	15202	-0.0210156
57D1	chr4	59429	9172672	1192	-0.0879796
57D1	chr4	9368889	190026768	9469	-0.013896
57D1	chr5	140305	47365108	2385	-0.0345072
57D1	chr5	49488671	181260815	9524	-0.0310647
57D1	chr6	150500	32459319	3101	-0.0908321
57D1	chr6	32741441	170583749	9868	-0.00631079
57D1	chr7	150500	142067425	10450	-0.0566627
57D1	chr7	142068645	142093550	18	-17.0415
57D1	chr7	142094363	143478798	283	-0.0519151
57D1	chr7	143623899	159142547	1231	-0.0316577
57D1	chr8	150500	145054159	8909	-0.0339036
57D1	chr9	154630	45525913	2611	0.00621389
57D1	chr9	60497470	138177264	7303	-0.0512915
57D1	chr10	49179	39637386	2566	-0.0491984
57D1	chr10	39933707	133626306	7732	-0.0345792
57D1	chr11	150500	55602938	5009	-0.0368928
57D1	chr11	55603438	55651841	13	-22.3371
57D1	chr11	55652341	89875073	5201	-0.0390045
57D1	chr11	90038692	134986058	3817	-0.00799111
57D1	chr12	99144	9443678	1625	-0.0401506
57D1	chr12	9595271	133234356	12025	-0.038325
57D1	chr13	15879861	57017795	2767	-0.00626568
57D1	chr13	57171357	114326283	2146	-0.00863688
57D1	chr14	15939217	106874055	7795	-0.0398397
57D1	chr15	16962086	84285874	7309	-0.0372042
57D1	chr15	84603925	101922767	1370	0.0082072
57D1	chr16	47427	38428223	5019	-0.0970312
57D1	chr16	46324795	90094829	4667	-0.0552263
57D1	chr17	156218	37873703	5849	-0.0570382
57D1	chr17	38195871	46283394	2304	-0.0755539
57D1	chr17	46285882	46694664	39	0.888327
57D1	chr17	46704756	83135126	5359	-0.0667389
57D1	chr18	117084	80247350	4285	-0.0165501
57D1	chr19	110970	25027980	6315	-0.163119
57D1	chr19	27126811	58571429	7254	-0.13614
57D1	chr20	87707	64273602	6010	-0.0437751
57D1	chr21	4942906	46664374	2529	-0.0463846
57D1	chr22	10395631	50782296	4934	-0.0752608
57D1	chrX	150500	120875450	7328	-0.890818
57D1	chrX	121047962	156007790	2318	-0.923283
57D1	chrY	2786986	9255287	119	0.395463
57D1	chrY	9547584	12391369	24	1.83488
57D1	chrY	12392643	17476315	161	0.0382632
57D1	chrY	17476315	18466645	6	3.42998
57D1	chrY	18467711	21386263	83	0.361454
57D1	chrY	21386763	56959891	44	2.67523
57D2	chr1	69381	125312698	13137	-0.0333336
57D2	chr1	143281044	248918365	11299	-0.0394171
57D2	chr2	41605	90525254	6755	-0.0338453
57D2	chr2	91283966	242003780	12086	-0.0277184
57D2	chr3	150500	198038669	15202	-0.0362475
57D2	chr4	59429	9172672	1192	-0.0368196
57D2	chr4	9368889	190026768	9469	-0.0339201
57D2	chr5	140305	47365108	2385	-0.0454177
57D2	chr5	49488671	181260815	9524	-0.0505581
57D2	chr6	150500	32459319	3101	-0.101972
57D2	chr6	32741441	170583749	9868	-0.0307142
57D2	chr7	150500	142065831	10448	-0.0585849
57D2	chr7	142066588	142094497	21	-17.3064
57D2	chr7	142094618	143478798	282	-0.0264864
57D2	chr7	143623899	159142547	1231	-0.0223642
57D2	chr8	150500	145054159	8909	-0.039339
57D2	chr9	154630	45525913	2611	-0.0156166
57D2	chr9	60497470	138177264	7303	-0.0293179
57D2	chr10	49179	39637386	2566	-0.0504802
57D2	chr10	39933707	133626306	7732	-0.0322017
57D2	chr11	150500	89875073	10223	-0.0382966
57D2	chr11	90038692	134986058	3817	-0.0261124
57D2	chr12	99144	9443678	1625	-0.0285595
57D2	chr12	9595271	133234356	12025	-0.0467911
57D2	chr13	15879861	57017795	2767	-0.0227161
57D2	chr13	57171357	114326283	2146	-0.0220271
57D2	chr14	15939217	106874055	7795	-0.044111
57D2	chr15	16962086	84285874	7309	-0.0372761
57D2	chr15	84603925	101922767	1370	0.0131165
57D2	chr16	47427	38428223	5019	-0.0675793
57D2	chr16	46324795	90094829	4667	-0.0355266
57D2	chr17	156218	37873703	5849	-0.0456898
57D2	chr17	38195871	83135126	7702	-0.0511748
57D2	chr18	117084	80247350	4285	-0.0318124
57D2	chr19	110970	25027980	6315	-0.107249
57D2	chr19	27126811	58571429	7254	-0.103273
57D2	chr20	87707	64273602	6010	-0.0243754
57D2	chr21	4942906	46664374	2529	-0.0476007
57D2	chr22	10395631	50782296	4934	-0.0490934
57D2	chrX	150500	120875450	7328	-0.894127
57D2	chrX	121047962	156007790	2318	-0.913734
57D2	chrY	2786986	9255287	119	0.478203
57D2	chrY	9547584	12405975	25	1.78865
57D2	chrY	12406795	21386263	249	0.0739972
57D2	chrY	21386763	56959891	44	2.69897
64D1	chr1	69381	125312698	13137	-0.044279
64D1	chr1	143281044	248918365	11299	-0.00986254
64D1	chr2	41605	90525254	6755	-0.0273179
64D1	chr2	91283966	242003780	12086	-0.0162721
64D1	chr3	150500	198038669	15202	-0.0230525
64D1	chr4	59429	9172672	1192	-0.124879
64D1	chr4	9368889	190026768	9469	-0.00353821
64D1	chr5	140305	47365108	2385	-0.0281189
64D1	chr5	49488671	181260815	9524	-0.0229118
64D1	chr6	150500	32459319	3101	-0.0732668
64D1	chr6	32741441	170583749	9868	-0.00653204
64D1	chr7	150500	143478798	10751	-0.0345945
64D1	chr7	143623899	159142547	1231	-0.0586978
64D1	chr8	150500	142271691	8003	-0.00389855
64D1	chr8	142274778	144842910	869	-0.258896
64D1	chr8	144842910	145054159	37	-0.019464
64D1	chr9	154630	45525913	2611	0.0164384
