Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
12P1	chr1	69381	125312698	13137	-0.30146
12P1	chr1	143281044	248918365	11299	0.00178684
12P1	chr2	41605	90525254	6755	-0.0267297
12P1	chr2	91283966	242003780	12086	-0.100623
12P1	chr3	150500	29587207	1875	-0.340878
12P1	chr3	29587707	30786408	43	-0.884185
12P1	chr3	30786908	91601118	5552	-0.311726
12P1	chr3	93419217	94043242	32	0.153452
12P1	chr3	94049403	115284202	1308	-0.355591
12P1	chr3	115284202	124298915	816	-0.0983741
12P1	chr3	124299415	167576153	3148	0.215631
12P1	chr3	167576653	169796371	91	0.738929
12P1	chr3	169796742	177355715	396	0.882637
12P1	chr3	177355715	182484845	243	1.11053
12P1	chr3	182484845	198038669	1686	0.570212
12P1	chr4	59429	9172672	1192	-0.263866
12P1	chr4	9368889	45747645	1587	-0.341615
12P1	chr4	45747645	46368471	26	-0.182772
12P1	chr4	46369506	51842740	307	0.363669
12P1	chr4	51843240	151175363	5651	-0.0784299
12P1	chr4	151175863	162682113	644	-0.34139
12P1	chr4	162682113	190026768	1254	-0.0593608
12P1	chr5	140305	47365108	2385	0.150585
12P1	chr5	49488671	181260815	9524	-0.337967
12P1	chr6	150500	32459319	3101	-0.364592
12P1	chr6	32741441	58266583	3247	-0.318211
12P1	chr6	58266583	135358187	4158	-0.0145119
12P1	chr6	135358687	139260439	343	-0.14136
12P1	chr6	139262576	170583749	2120	-0.285941
12P1	chr7	150500	45916669	3360	-0.00677508
12P1	chr7	45917210	51017570	350	-0.289302
12P1	chr7	51025106	60458816	250	0.495642
12P1	chr7	60458816	143478798	6791	-0.0115326
12P1	chr7	143623899	159142547	1231	0.0277875
12P1	chr8	150500	7428481	321	-0.412408
12P1	chr8	7428981	7896612	52	0.433319
12P1	chr8	8037291	34044544	1946	-0.330374
12P1	chr8	34044544	37339702	76	0.10291
12P1	chr8	37339702	41490352	424	0.782355
12P1	chr8	41490852	44114614	307	0.468584
12P1	chr8	44114614	125436473	4159	-0.0379474
12P1	chr8	125436973	145054159	1624	0.291402
12P1	chr9	154630	11475294	591	0.143397
12P1	chr9	11475294	45525913	2020	-0.325527
12P1	chr9	60497470	104695464	2573	-0.0287423
12P1	chr9	104695964	133385693	3521	-0.146025
12P1	chr9	133387444	138177264	1209	-0.0740789
12P1	chr10	49179	1200356	135	-0.332946
12P1	chr10	1200856	37219899	2361	-0.0274345
12P1	chr10	37220399	39637386	70	-0.242214
12P1	chr10	39933707	133626306	7732	-0.0072095
12P1	chr11	150500	89875073	10223	0.0107552
12P1	chr11	90038692	134986058	3817	-0.0122561
12P1	chr12	99144	6052785	706	0.470016
12P1	chr12	6057846	7191360	502	0.327913
12P1	chr12	7191566	7869362	110	0.538779
12P1	chr12	7869862	9443678	307	0.344736
12P1	chr12	9595271	109991762	9273	0.030003
12P1	chr12	109996170	133234356	2752	-0.284922
12P1	chr13	15879861	57017795	2767	-0.0390562
12P1	chr13	57171357	114326283	2146	-0.0326456
12P1	chr14	15939217	106874055	7795	-0.00708687
12P1	chr15	16962086	22224777	71	0.348316
12P1	chr15	22225829	67646471	5278	-0.00159374
12P1	chr15	67646971	84285874	1960	0.261482
12P1	chr15	84603925	101922767	1370	0.257808
12P1	chr16	47427	38428223	5019	0.00138161
12P1	chr16	46324795	90094829	4667	0.0254024
12P1	chr17	156218	37873703	5849	-0.050791
12P1	chr17	38195871	40035797	500	0.235295
12P1	chr17	40036113	46286091	1806	0.0338773
12P1	chr17	46331024	46694664	37	0.769292
12P1	chr17	46704756	83135126	5359	0.0196334
12P1	chr18	117084	20950881	1141	0.202417
12P1	chr18	20951381	80247350	3144	-0.104618
12P1	chr19	110970	8842176	2516	-0.226126
12P1	chr19	8842676	25027980	3799	0.0310589
12P1	chr19	27126811	36237321	1041	0.238164
12P1	chr19	36246030	38222710	378	0.717856
12P1	chr19	38230090	38304966	16	1.38664
12P1	chr19	38305349	38360649	25	1.66444
12P1	chr19	38360728	58571429	5794	-0.286905
12P1	chr20	87707	64273602	6010	0.0145384
12P1	chr21	4942906	46664374	2529	-0.317092
12P1	chr22	10395631	50782296	4934	0.0190174
12P1	chrX	150500	2726444	147	-0.272259
12P1	chrX	2733355	120875450	7181	-0.857202
12P1	chrX	121047962	149549424	1287	-0.850946
12P1	chrX	149549924	155659573	1009	-0.761772
12P1	chrX	155659573	156007790	22	-0.290734
12P1	chrY	2786986	9255287	119	-0.370814
12P1	chrY	9547584	12405975	25	1.08082
12P1	chrY	12406795	17476315	160	-0.838007
12P1	chrY	17476315	18466645	6	1.64353
12P1	chrY	18467711	21386263	83	-0.546599
12P1	chrY	21386763	56959891	44	1.23681
14P1	chr1	69381	125312698	13137	-0.0405064
14P1	chr1	143281044	248918365	11299	0.302374
14P1	chr2	41605	90525254	6755	-0.00141723
14P1	chr2	91283966	242003780	12086	-0.0765515
14P1	chr3	150500	51698903	5300	-0.0422703
14P1	chr3	51699403	80467100	1996	-0.572984
14P1	chr3	80467100	82212324	33	1.19665
14P1	chr3	82212324	89209357	107	-0.663965
14P1	chr3	89209857	198038669	7766	0.582936
14P1	chr4	59429	9172672	1192	-0.0396371
14P1	chr4	9368889	150079450	7447	-0.103025
14P1	chr4	150079950	186234060	1869	-0.332036
