Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
39A1	chr1	69381	125312698	13137	-0.0436874
39A1	chr1	143281044	248918365	11299	-0.0313495
39A1	chr2	41605	90525254	6755	-0.0447083
39A1	chr2	91283966	242003780	12086	-0.00858153
39A1	chr3	150500	198038669	15202	-0.0410968
39A1	chr4	59429	9172672	1192	-0.0701934
39A1	chr4	9368889	190026768	9469	-0.0113525
39A1	chr5	140305	47365108	2385	-0.00234861
39A1	chr5	49488671	181260815	9524	-0.0291663
39A1	chr6	150500	32459319	3101	0.0040902
39A1	chr6	32741441	170583749	9868	-0.0212109
39A1	chr7	150500	143478798	10751	-0.0319687
39A1	chr7	143623899	159142547	1231	-0.021965
39A1	chr8	150500	145054159	8909	-0.0264317
39A1	chr9	154630	45525913	2611	-0.0319427
39A1	chr9	60497470	138177264	7303	-0.078028
39A1	chr10	49179	39637386	2566	-0.0467538
39A1	chr10	39933707	133626306	7732	-0.0454818
39A1	chr11	150500	89875073	10223	-0.0495091
39A1	chr11	90038692	134986058	3817	-0.0248915
39A1	chr12	99144	9443678	1625	-0.067544
39A1	chr12	9595271	133234356	12025	-0.0521345
39A1	chr13	15879861	57017795	2767	-0.0456465
39A1	chr13	57171357	114326283	2146	-0.0279663
39A1	chr14	15939217	106874055	7795	-0.0467454
39A1	chr15	16962086	84285874	7309	-0.0449024
39A1	chr15	84603925	101922767	1370	-0.045962
39A1	chr16	47427	38428223	5019	-0.0575697
39A1	chr16	46324795	90094829	4667	-0.0436767
39A1	chr17	156218	37873703	5849	-0.0801647
39A1	chr17	38195871	83135126	7702	-0.070817
39A1	chr18	117084	80247350	4285	-0.00496362
39A1	chr19	110970	25027980	6315	-0.124617
39A1	chr19	27126811	58571429	7254	-0.122025
39A1	chr20	87707	64273602	6010	-0.0184899
39A1	chr21	4942906	46664374	2529	-0.0385156
39A1	chr22	10395631	50782296	4934	-0.0816829
39A1	chrX	150500	120875450	7328	-0.126209
39A1	chrX	121047962	156007790	2318	-0.137008
39A1	chrY	2786986	9255287	119	0.085576
39A1	chrY	9547584	56959891	318	0.0455786
39A2	chr1	69381	125312698	13137	-0.0413417
39A2	chr1	143281044	248918365	11299	-0.0436054
39A2	chr2	41605	90525254	6755	-0.065184
39A2	chr2	91283966	242003780	12086	-0.056494
39A2	chr3	150500	198038669	15202	-0.0537878
39A2	chr4	59429	9172672	1192	0.0313736
39A2	chr4	9368889	190026768	9469	-0.0926057
39A2	chr5	140305	47365108	2385	-0.0244279
39A2	chr5	49488671	181260815	9524	-0.0636283
39A2	chr6	150500	32459319	3101	-0.0480023
39A2	chr6	32741441	170583749	9868	-0.065366
39A2	chr7	150500	143478798	10751	-0.0569408
39A2	chr7	143623899	159142547	1231	-0.0221843
39A2	chr8	150500	145054159	8909	-0.0471541
39A2	chr9	154630	45525913	2611	-0.0672468
39A2	chr9	60497470	138177264	7303	-0.0401472
39A2	chr10	49179	39637386	2566	-0.0693269
39A2	chr10	39933707	133626306	7732	-0.0443682
39A2	chr11	150500	89875073	10223	-0.025186
39A2	chr11	90038692	134986058	3817	-0.0464153
39A2	chr12	99144	9443678	1625	-0.0513035
39A2	chr12	9595271	133234356	12025	-0.064996
39A2	chr13	15879861	57017795	2767	-0.0731675
39A2	chr13	57171357	114326283	2146	-0.0444609
39A2	chr14	15939217	106874055	7795	-0.0573714
39A2	chr15	16962086	84285874	7309	-0.042307
39A2	chr15	84603925	101922767	1370	-0.0263039
39A2	chr16	47427	38428223	5019	-0.00379904
39A2	chr16	46324795	90094829	4667	-0.015946
39A2	chr17	156218	37873703	5849	-0.0340204
39A2	chr17	38195871	83135126	7702	-0.0212852
39A2	chr18	117084	80247350	4285	-0.045119
39A2	chr19	110970	25027980	6315	-0.0268782
39A2	chr19	27126811	58571429	7254	-0.0497885
39A2	chr20	87707	64273602	6010	-0.011678
39A2	chr21	4942906	46664374	2529	-0.0373152
39A2	chr22	10395631	50782296	4934	-0.00351768
39A2	chrX	150500	120875450	7328	0.0228302
39A2	chrX	121047962	155773369	2297	0.0365001
39A2	chrX	155773869	156007790	21	0.565802
39A2	chrY	2786986	9255287	119	0.349856
39A2	chrY	9547584	12391369	24	2.07754
39A2	chrY	12392643	21386263	250	0.0128827
39A2	chrY	21386763	56959891	44	2.43681
39P1	chr1	69381	125312698	13137	-0.0515754
39P1	chr1	143281044	248918365	11299	-0.0423814
39P1	chr2	41605	90525254	6755	-0.0564359
39P1	chr2	91283966	242003780	12086	-0.0246693
39P1	chr3	150500	198038669	15202	-0.041984
39P1	chr4	59429	9172672	1192	-0.0278673
39P1	chr4	9368889	190026768	9469	-0.0427834
39P1	chr5	140305	47365108	2385	0.0055074
39P1	chr5	49488671	181260815	9524	-0.0469718
39P1	chr6	150500	32459319	3101	-0.0321645
39P1	chr6	32741441	170583749	9868	-0.0377488
39P1	chr7	150500	143478798	10751	-0.0441716
39P1	chr7	143623899	159142547	1231	-0.023844
39P1	chr8	150500	145054159	8909	-0.0375985
39P1	chr9	154630	45525913	2611	-0.0395633
39P1	chr9	60497470	110668403	3049	-0.0379274
39P1	chr9	110668903	112573578	226	0.731489
39P1	chr9	112574078	114007439	210	0.957139
39P1	chr9	114008343	115020058	188	1.11648
39P1	chr9	115021154	120388733	165	0.164021
