Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
cn18C	chr1	69381	125312698	13137	-0.0983582
cn18C	chr1	143281044	248918365	11299	0.206156
cn18C	chr2	41605	90525254	6755	0.169136
cn18C	chr2	91283966	242003780	12086	-0.0160184
cn18C	chr3	150500	93874407	7486	-0.259329
cn18C	chr3	93876963	149176414	4344	0.0803564
cn18C	chr3	149177800	178081311	1448	0.670713
cn18C	chr3	178081311	180989604	224	1.1251
cn18C	chr3	180990104	187702130	872	1.23113
cn18C	chr3	187703039	191460660	152	1.0389
cn18C	chr3	191461160	193691560	129	1.24355
cn18C	chr3	193692060	196198590	259	1.0011
cn18C	chr3	196198786	198038669	288	0.810781
cn18C	chr4	59429	9172672	1192	-0.285424
cn18C	chr4	9368889	27160355	834	-0.297896
cn18C	chr4	27161356	128999796	5866	-0.0680678
cn18C	chr4	129003738	190026768	2769	-0.337587
cn18C	chr5	140305	47365108	2385	0.208636
cn18C	chr5	49488671	181260815	9524	-0.338562
cn18C	chr6	150500	32459319	3101	-0.161673
cn18C	chr6	32741441	170583749	9868	-0.118667
cn18C	chr7	150500	143478798	10751	0.0451883
cn18C	chr7	143623899	157006641	1046	0.0300156
cn18C	chr7	157008997	159142547	185	-0.377524
cn18C	chr8	150500	30843355	2174	-0.346865
cn18C	chr8	30843355	145054159	6735	0.017562
cn18C	chr9	154630	34989168	1909	-0.318987
cn18C	chr9	34990347	35236588	92	0.0391221
cn18C	chr9	35237700	37746506	486	0.297251
cn18C	chr9	37746506	38962485	73	0.121667
cn18C	chr9	38962485	45525913	51	-0.603503
cn18C	chr9	60497470	138177264	7303	0.126722
cn18C	chr10	49179	39637386	2566	-0.0362107
cn18C	chr10	39933707	133626306	7732	-0.0652876
cn18C	chr11	150500	89875073	10223	0.0309632
cn18C	chr11	90038692	134986058	3817	-0.0292651
cn18C	chr12	99144	9443678	1625	0.014185
cn18C	chr12	9595271	133234356	12025	0.0101135
cn18C	chr13	15879861	57017795	2767	-0.279739
cn18C	chr13	57171357	114326283	2146	-0.282033
cn18C	chr14	15939217	21524312	490	0.251632
cn18C	chr14	21524312	95089995	6055	-0.251993
cn18C	chr14	95090495	106874055	1250	0.319957
cn18C	chr15	16962086	84285874	7309	0.0193149
cn18C	chr15	84603925	101922767	1370	0.0297443
cn18C	chr16	47427	30069391	4252	-0.0321008
cn18C	chr16	30069496	30947230	335	-0.303711
cn18C	chr16	30953182	33928396	382	0.00900576
cn18C	chr16	33936137	38428223	50	-0.658108
cn18C	chr16	46324795	90094829	4667	-0.016721
cn18C	chr17	156218	27646590	4186	-0.301041
cn18C	chr17	27647027	37873703	1663	0.00971506
cn18C	chr17	38195871	83135126	7702	-0.0351886
cn18C	chr18	117084	80247350	4285	0.0113376
cn18C	chr19	110970	25027980	6315	0.0471957
cn18C	chr19	27126811	51630218	5416	-0.140998
cn18C	chr19	51643534	51645532	3	-25.8512
cn18C	chr19	51645779	57933824	1621	-0.142636
cn18C	chr19	57940921	58571429	214	0.160165
cn18C	chr20	87707	64273602	6010	-0.0190824
cn18C	chr21	4942906	46664374	2529	-0.353474
cn18C	chr22	10395631	15518196	20	-0.162431
cn18C	chr22	15821037	18169941	208	0.224706
cn18C	chr22	18170750	19375128	112	0.653553
cn18C	chr22	19375628	19516647	51	0.108647
cn18C	chr22	19516813	21479829	387	0.634071
cn18C	chr22	21479929	22427044	103	0.27469
cn18C	chr22	22432965	26027678	511	0.651367
cn18C	chr22	26028178	32399761	951	0.265075
cn18C	chr22	32401744	50782296	2591	-0.0920751
cn18C	chrX	150500	120875450	7328	-0.213603
cn18C	chrX	121047962	156007790	2318	-0.168412
cn18C	chrY	2786986	2979995	23	-18.6865
cn18C	chrY	2980495	6868249	50	-3.80019
cn18C	chrY	6868249	9255287	46	-13.191
cn18C	chrY	9547584	12720086	32	-4.80602
cn18C	chrY	12720586	13479319	108	-22.4258
cn18C	chrY	13479511	18466645	51	-7.60975
cn18C	chrY	18467711	18772164	14	-19.8364
cn18C	chrY	18772164	19566881	12	-5.98629
cn18C	chrY	19567982	21386263	57	-19.603
cn18C	chrY	21386763	56959891	44	-6.80949
cn18P	chr1	69381	125312698	13137	-0.092804
cn18P	chr1	143281044	248918365	11299	0.182909
cn18P	chr2	41605	90525254	6755	0.159402
cn18P	chr2	91283966	242003780	12086	0.0027911
cn18P	chr3	150500	93873742	7485	-0.275985
cn18P	chr3	93874242	175626790	5755	0.256637
cn18P	chr3	175627290	177936192	37	0.550681
cn18P	chr3	177936192	187731932	1108	0.864981
cn18P	chr3	187733523	198038669	817	0.722143
cn18P	chr4	59429	9172672	1192	-0.0660441
cn18P	chr4	9368889	190026768	9469	-0.116492
cn18P	chr5	140305	47365108	2385	0.171738
cn18P	chr5	49488671	181260815	9524	-0.261253
cn18P	chr6	150500	32459319	3101	-0.0967726
cn18P	chr6	32741441	170583749	9868	-0.068371
cn18P	chr7	150500	143478798	10751	0.04428
cn18P	chr7	143623899	159142547	1231	-0.051506
cn18P	chr8	150500	145054159	8909	-0.0419491
cn18P	chr9	154630	34723767	1875	-0.259978
cn18P	chr9	34723767	38962485	685	0.158629
cn18P	chr9	38962485	45525913	51	-0.596884
cn18P	chr9	60497470	138177264	7303	0.0306259
cn18P	chr10	49179	39637386	2566	-0.0807891
cn18P	chr10	39933707	133626306	7732	-0.101889
cn18P	chr11	150500	89875073	10223	-0.0176231
