Sample	Chromosome	Start Position	End Position	Num markers	Seg.CN
cn93C	chr1	69381	125312698	13137	-0.000565416
cn93C	chr1	143281044	248918365	11299	0.106184
cn93C	chr2	41605	90525254	6755	-0.0436492
cn93C	chr2	91283966	242003780	12086	-0.0312735
cn93C	chr3	150500	198038669	15202	-0.22302
cn93C	chr4	59429	9172672	1192	-0.0574351
cn93C	chr4	9368889	190026768	9469	-0.0768789
cn93C	chr5	140305	47365108	2385	0.114637
cn93C	chr5	49488671	181260815	9524	0.101981
cn93C	chr6	150500	32459319	3101	0.0922497
cn93C	chr6	32741441	170583749	9868	0.0380099
cn93C	chr7	150500	97594511	6269	0.093386
cn93C	chr7	97594511	143478798	4482	-0.17952
cn93C	chr7	143623899	159142547	1231	-0.175849
cn93C	chr8	150500	145054159	8909	-0.0102066
cn93C	chr9	154630	18202736	920	-0.040244
cn93C	chr9	18202736	19379620	134	0.459115
cn93C	chr9	19380187	45525913	1557	-0.000345074
cn93C	chr9	60497470	138177264	7303	-0.0297526
cn93C	chr10	49179	39637386	2566	-0.205887
cn93C	chr10	39933707	133626306	7732	-0.189557
cn93C	chr11	150500	89875073	10223	0.0268238
cn93C	chr11	90038692	134986058	3817	0.0157163
cn93C	chr12	99144	9443678	1625	-0.0573071
cn93C	chr12	9595271	133234356	12025	-0.0982844
cn93C	chr13	15879861	57017795	2767	-0.174852
cn93C	chr13	57171357	114326283	2146	-0.168962
cn93C	chr14	15939217	106874055	7795	-0.119488
cn93C	chr15	16962086	84285874	7309	-0.0534491
cn93C	chr15	84603925	101922767	1370	-0.0153502
cn93C	chr16	47427	38428223	5019	0.207488
cn93C	chr16	46324795	90094829	4667	-0.0965462
cn93C	chr17	156218	37873703	5849	-0.0442831
cn93C	chr17	38195871	83135126	7702	0.0107753
cn93C	chr18	117084	80247350	4285	-0.0804985
cn93C	chr19	110970	25027980	6315	-0.0433024
cn93C	chr19	27126811	58571429	7254	-0.0330362
cn93C	chr20	87707	64273602	6010	0.059374
cn93C	chr21	4942906	46664374	2529	0.140198
cn93C	chr22	10395631	50782296	4934	-0.0282353
cn93C	chrX	150500	120875450	7328	0.049775
cn93C	chrX	121047962	156007790	2318	0.05222
cn93C	chrY	2786986	2979995	23	-18.8341
cn93C	chrY	2980495	6868464	51	-2.73432
cn93C	chrY	6868729	9255287	45	-11.4623
cn93C	chrY	9547584	12708945	30	-4.54077
cn93C	chrY	12709445	13479667	111	-21.139
cn93C	chrY	13480167	18547043	53	-7.76533
cn93C	chrY	18547043	21386263	80	-15.441
cn93C	chrY	21386763	56959891	44	-6.34635
cn93P	chr1	69381	50047664	7546	0.280453
cn93P	chr1	50048164	125312698	5591	-0.349425
cn93P	chr1	143281044	248918365	11299	0.19772
cn93P	chr2	41605	90525254	6755	-0.0187797
cn93P	chr2	91283966	242003780	12086	-0.0320943
cn93P	chr3	150500	198038669	15202	-0.0762247
cn93P	chr4	59429	9172672	1192	0.0274996
cn93P	chr4	9368889	190026768	9469	-0.0748494
cn93P	chr5	140305	47365108	2385	0.0677746
cn93P	chr5	49488671	137754068	5037	-0.36659
cn93P	chr5	137754568	181260815	4487	0.011472
cn93P	chr6	150500	32459319	3101	0.0115235
cn93P	chr6	32741441	170583749	9868	-0.0312067
cn93P	chr7	150500	143478798	10751	-0.0417073
cn93P	chr7	143623899	159142547	1231	-0.020241
cn93P	chr8	150500	32764074	2273	-0.339279
cn93P	chr8	32764074	145054159	6636	-0.0234464
cn93P	chr9	154630	45525913	2611	-0.145414
cn93P	chr9	60497470	138177264	7303	-0.255656
cn93P	chr10	49179	39637386	2566	-0.0304853
cn93P	chr10	39933707	133626306	7732	-0.0175118
cn93P	chr11	150500	89875073	10223	-0.0535791
cn93P	chr11	90038692	134986058	3817	-0.0849137
cn93P	chr12	99144	9443678	1625	-0.274088
cn93P	chr12	9595271	133234356	12025	-0.0318309
cn93P	chr13	15879861	57017795	2767	-0.131901
cn93P	chr13	57171357	114326283	2146	-0.124289
cn93P	chr14	15939217	106874055	7795	-0.00897062
cn93P	chr15	16962086	84285874	7309	-0.195316
cn93P	chr15	84603925	101922767	1370	0.0176335
cn93P	chr16	47427	38428223	5019	0.31511
cn93P	chr16	46324795	90094829	4667	0.2712
cn93P	chr17	156218	27646590	4186	-0.241838
cn93P	chr17	27647027	37873703	1663	0.042287
cn93P	chr17	38195871	83135126	7702	0.0633403
cn93P	chr18	117084	80247350	4285	-0.342655
cn93P	chr19	110970	25027980	6315	-0.20576
cn93P	chr19	27126811	58571429	7254	-0.182628
cn93P	chr20	87707	32584069	2240	-0.300276
cn93P	chr20	32585390	64273602	3770	-0.0201699
cn93P	chr21	4942906	46664374	2529	0.0127192
cn93P	chr22	10395631	50782296	4934	0.058022
cn93P	chrX	150500	72937762	4869	0.0310357
cn93P	chrX	72943686	120875450	2459	0.280644
cn93P	chrX	121047962	156007790	2318	0.282624
cn93P	chrY	2786986	2979995	23	-18.4481
cn93P	chrY	2980495	6868464	51	-2.55344
cn93P	chrY	6868729	9255287	45	-12.2998
cn93P	chrY	9547584	12708945	30	-4.44995
cn93P	chrY	12709445	13705261	114	-20.7439
cn93P	chrY	13705761	18466645	47	-6.56853
cn93P	chrY	18467711	22314765	92	-16.0779
cn93P	chrY	22315265	56959891	35	-4.27235
